Unnamed: 0,radio,MCC,MNC,TAC,CID,unit,LON,LAT,RANGE,SAM,changeable,created,updated,averageSignal,Country,Network,Continent
40489323,UMTS,651,1,89,141397,0,28.256699,-28.760147,1000,10,1,1468010371,1490060772,0,Lesotho,Vodacom,Africa
40489324,UMTS,651,1,89,138984,0,28.252945,-28.766556,1000,3,1,1468604286,1490060696,0,Lesotho,Vodacom,Africa
40489325,UMTS,651,1,89,138990,0,28.253403,-28.764954,1000,2,1,1468604286,1490060731,0,Lesotho,Vodacom,Africa
40489326,UMTS,651,1,89,144337,0,28.254776000977,-28.765640258789,1000,1,1,1468580749,1468580749,0,Lesotho,Vodacom,Africa
40489327,UMTS,651,1,89,138987,0,28.254089,-28.766327,1000,4,1,1468604286,1490060696,0,Lesotho,Vodacom,Africa
40489328,UMTS,651,1,96,72758,0,27.570877075195,-29.397354125977,1000,1,1,1468679444,1468679444,0,Lesotho,Vodacom,Africa
40489329,UMTS,651,1,89,144341,0,28.261642,-28.761128,1000,7,1,1468858879,1474133533,0,Lesotho,Vodacom,Africa
40489330,UMTS,651,1,89,144336,0,28.250656,-28.767929,1000,3,1,1469906866,1490060772,0,Lesotho,Vodacom,Africa
40489331,UMTS,651,1,89,144339,0,28.250656,-28.767929,1000,3,1,1469906866,1490060696,0,Lesotho,Vodacom,Africa
40489332,UMTS,651,1,89,144333,0,28.25065612793,-28.76838684082,1000,2,1,1469906866,1475851829,0,Lesotho,Vodacom,Africa
40489333,UMTS,651,1,89,144338,0,28.260269,-28.763992,1000,5,1,1470460413,1475901608,0,Lesotho,Vodacom,Africa
40489334,UMTS,651,1,89,141634,0,28.863144,-29.004936,1000,4,1,1470723361,1473838676,0,Lesotho,Vodacom,Africa
40489335,UMTS,651,1,89,142839,0,28.859024,-28.995255,1000,5,1,1470739132,1475013016,0,Lesotho,Vodacom,Africa
40489336,UMTS,651,1,89,142836,0,28.859024047852,-28.994979858398,1000,5,1,1470739132,1475013016,0,Lesotho,Vodacom,Africa
40489337,UMTS,651,1,89,143041,0,28.062515,-28.850098,1000,2,1,1470871467,1490060813,0,Lesotho,Vodacom,Africa
40489338,UMTS,651,1,89,143038,0,28.066635131836,-28.845291137695,1000,2,1,1470871467,1490060813,0,Lesotho,Vodacom,Africa
40489339,UMTS,651,1,89,196468,0,28.066635131836,-28.845291137695,1000,1,1,1470832774,1470832774,0,Lesotho,Vodacom,Africa
40489340,GSM,651,1,101,10983,0,28.078994750977,-28.823318481445,1000,1,1,1470832733,1470832733,0,Lesotho,Vodacom,Africa
40489341,UMTS,651,1,201,259241226,0,27.447280883789,-29.345169067383,1000,1,1,1470962051,1470962051,0,Lesotho,Vodacom,Africa
40489342,UMTS,651,1,89,196463,0,28.068008422852,-28.867263793945,1000,1,1,1471416950,1471416950,0,Lesotho,Vodacom,Africa
40489343,UMTS,651,1,89,144335,0,28.261642456055,-28.762893676758,1000,1,1,1471530046,1471530046,0,Lesotho,Vodacom,Africa
40489344,GSM,651,1,101,14741,0,29.155545,-28.206745,16488,2,1,1471684160,1473505472,0,Lesotho,Vodacom,Africa
40489345,UMTS,651,1,89,142833,0,28.859024,-28.996124,1000,6,1,1472617695,1475013016,0,Lesotho,Vodacom,Africa
40489346,UMTS,651,1,89,144360,0,28.004381,-28.883288,3626,3,1,1472839527,1474547603,0,Lesotho,Vodacom,Africa
40489347,UMTS,651,1,89,143494,0,28.463516235352,-28.745040893555,1000,1,1,1472956252,1472956252,0,Lesotho,Vodacom,Africa
40489348,UMTS,651,1,89,141054,0,28.463516235352,-28.745040893555,1000,1,1,1472956252,1472956252,0,Lesotho,Vodacom,Africa
40489349,UMTS,651,1,89,143398,0,27.958832,-28.894043,1000,2,1,1473213160,1490060813,0,Lesotho,Vodacom,Africa
40489350,UMTS,651,1,89,143040,0,28.058395385742,-28.861770629883,1000,1,1,1473156441,1473156441,0,Lesotho,Vodacom,Africa
40489351,UMTS,651,1,88,144594,0,27.233047485352,-29.828567504883,1000,1,1,1473156441,1473156441,0,Lesotho,Vodacom,Africa
40489352,UMTS,651,1,88,144599,0,27.235794067383,-29.803848266602,1000,1,1,1473156441,1473156441,0,Lesotho,Vodacom,Africa
40489353,UMTS,651,1,88,144813,0,27.257766723633,-29.798355102539,1000,1,1,1473156441,1473156441,0,Lesotho,Vodacom,Africa
40489354,UMTS,651,1,89,196469,0,28.055648803711,-28.874130249023,1000,1,1,1473547666,1473547666,0,Lesotho,Vodacom,Africa
40489355,UMTS,651,1,89,141635,0,28.861770629883,-29.004592895508,1000,1,1,1473838676,1473838676,0,Lesotho,Vodacom,Africa
40489356,UMTS,651,1,89,138983,0,28.24791,-28.727875,1000,2,1,1475035638,1490060696,0,Lesotho,Vodacom,Africa
40489357,UMTS,651,1,89,141418,0,28.249283,-28.742752,1000,3,1,1475035638,1485138929,0,Lesotho,Vodacom,Africa
40489358,UMTS,651,1,89,141415,0,28.24791,-28.723068,1000,3,1,1475035638,1490060772,0,Lesotho,Vodacom,Africa
40489359,UMTS,651,1,101,143173,0,28.247909545898,-28.707962036133,1000,1,1,1475013016,1475013016,0,Lesotho,Vodacom,Africa
40489360,UMTS,651,1,89,138986,0,28.25065612793,-28.738174438477,1000,1,1,1475013016,1475013016,0,Lesotho,Vodacom,Africa
40489361,GSM,651,1,101,12102,0,28.255193,-28.71247,5289,9,1,1475035665,1693286940,0,Lesotho,Vodacom,Africa
40489362,UMTS,651,1,89,145915,0,28.151779174805,-28.802719116211,1000,2,1,1475485861,1490060813,0,Lesotho,Vodacom,Africa
40489363,UMTS,651,1,97,77438,0,27.489852905273,-29.314956665039,1000,1,1,1476431145,1476431145,0,Lesotho,Vodacom,Africa
40489364,UMTS,651,1,98,75802,0,27.506332,-29.295731,1000,5,1,1476861007,1490565143,0,Lesotho,Vodacom,Africa
40489365,UMTS,651,1,97,77241,0,27.504959106445,-29.298477172852,1000,1,1,1476838371,1476838371,0,Lesotho,Vodacom,Africa
40489366,GSM,651,1,114,12203,0,27.48308,-29.301547,2088,4,1,1476861104,1697776820,0,Lesotho,Vodacom,Africa
40489367,UMTS,651,1,98,79339,0,27.525558,-29.28789,1000,31,1,1477120074,1491806290,0,Lesotho,Vodacom,Africa
40489368,UMTS,651,1,97,130878,0,27.48161315918,-29.314956665039,1000,3,1,1477389433,1490359479,0,Lesotho,Vodacom,Africa
40489369,UMTS,651,1,97,130883,0,27.482986450195,-29.314956665039,1000,1,1,1477442782,1477442782,0,Lesotho,Vodacom,Africa
40489370,UMTS,651,1,98,77761,0,27.52555847168,-29.287490844727,1000,4,1,1477466049,1491806290,0,Lesotho,Vodacom,Africa
40489371,UMTS,651,1,98,79342,0,27.525773,-29.28792,1000,32,1,1477466049,1491806290,0,Lesotho,Vodacom,Africa
40489372,UMTS,651,1,97,77405,0,27.485046,-29.314957,1000,4,1,1477466049,1489968183,0,Lesotho,Vodacom,Africa
40489373,UMTS,651,1,97,130881,0,27.48161315918,-29.314956665039,1000,2,1,1477980401,1490359479,0,Lesotho,Vodacom,Africa
40489374,UMTS,651,1,97,130847,0,27.475948,-29.318905,1000,8,1,1431929277,1490400272,0,Lesotho,Vodacom,Africa
40489375,UMTS,651,1,97,78578,0,27.48024,-29.315414,1000,3,1,1478334439,1490107571,0,Lesotho,Vodacom,Africa
40489376,UMTS,651,1,97,76699,0,27.480011,-29.315186,1000,6,1,1478334439,1491877102,0,Lesotho,Vodacom,Africa
40489377,UMTS,651,1,22784,144933,0,27.445907592773,-29.210586547852,1000,1,1,1478771438,1478771438,0,Lesotho,Vodacom,Africa
40489378,UMTS,651,1,97,80557,0,27.504959106445,-29.298477172852,1000,1,1,1479174053,1479174053,0,Lesotho,Vodacom,Africa
40489379,UMTS,651,1,97,80563,0,27.50358581543,-29.298477172852,1000,1,1,1479174053,1479174053,0,Lesotho,Vodacom,Africa
40489380,UMTS,651,1,98,80563,0,27.50358581543,-29.298477172852,1000,1,1,1479174053,1479174053,0,Lesotho,Vodacom,Africa
40489381,UMTS,651,1,97,80565,0,27.50358581543,-29.298477172852,1000,1,1,1479174053,1479174053,0,Lesotho,Vodacom,Africa
40489382,UMTS,651,1,98,75805,0,27.507705688477,-29.292984008789,1000,2,1,1479198599,1491806290,0,Lesotho,Vodacom,Africa
40489383,UMTS,651,1,98,80557,0,27.504959106445,-29.297103881836,1000,1,1,1479174053,1479174053,0,Lesotho,Vodacom,Africa
40489384,UMTS,651,1,22784,144793,0,28.609085,-28.988571,1000,6,1,1479262453,1481520717,0,Lesotho,Vodacom,Africa
40489385,UMTS,651,1,98,79345,0,27.5261,-29.288006,1000,21,1,1479284706,1492540200,0,Lesotho,Vodacom,Africa
40489386,UMTS,651,1,22784,141094,0,28.630369,-28.998414,2018,2,1,1479377954,1481149423,0,Lesotho,Vodacom,Africa
40489387,UMTS,651,1,22784,141093,0,28.617324829102,-28.985366821289,1000,1,1,1479355453,1479355453,0,Lesotho,Vodacom,Africa
40489388,UMTS,651,1,89,141353,0,28.603591918945,-28.993606567383,1000,2,1,1479377953,1481520717,0,Lesotho,Vodacom,Africa
40489389,UMTS,651,1,89,144720,0,27.754898071289,-29.148788452148,1000,4,1,1479512704,1482145614,0,Lesotho,Vodacom,Africa
40489390,UMTS,651,1,89,145039,0,27.746658,-29.149475,1000,2,1,1479512704,1481362769,0,Lesotho,Vodacom,Africa
40489391,UMTS,651,1,89,145396,0,27.756729,-29.145126,1000,3,1,1479512704,1492414161,0,Lesotho,Vodacom,Africa
40489392,UMTS,651,1,89,196407,0,27.768630981445,-28.97575378418,1000,1,1,1479486991,1479486991,0,Lesotho,Vodacom,Africa
40489393,UMTS,651,1,89,196408,0,27.764511108398,-28.97575378418,1000,1,1,1479486991,1479486991,0,Lesotho,Vodacom,Africa
40489394,UMTS,651,1,98,77764,0,27.523155,-29.289207,1000,4,1,1479736385,1491266160,0,Lesotho,Vodacom,Africa
40489395,UMTS,651,1,22784,141416,0,28.267135620117,-28.753280639648,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489396,UMTS,651,1,22784,138986,0,28.252029418945,-28.74641418457,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489397,UMTS,651,1,22784,142515,0,28.386611938477,-28.717575073242,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489398,UMTS,651,1,89,141094,0,28.606338500977,-29.015579223633,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489399,UMTS,651,1,22784,143495,0,28.42643737793,-28.736801147461,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489400,UMTS,651,1,22784,142514,0,28.386611938477,-28.717575073242,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489401,UMTS,651,1,22784,196543,0,28.247909545898,-28.728561401367,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489402,UMTS,651,1,22784,138989,0,28.25065612793,-28.738174438477,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489403,UMTS,651,1,22784,141053,0,28.359146118164,-28.71208190918,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489404,UMTS,651,1,22784,141396,0,28.308334350586,-28.723068237305,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489405,UMTS,651,1,22784,141397,0,28.28498840332,-28.74641418457,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489406,UMTS,651,1,22784,144338,0,28.267135620117,-28.753280639648,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489407,UMTS,651,1,22784,143173,0,28.247909545898,-28.710708618164,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489408,GSM,651,1,25856,9981,0,28.247909545898,-28.709335327148,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489409,GSM,651,1,25856,9983,0,28.247909545898,-28.709335327148,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489410,GSM,651,1,25856,12102,0,28.242416381836,-28.701095581055,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489411,GSM,651,1,25856,10022,0,28.604279,-29.014206,1000,2,1,1481173658,1481520755,0,Lesotho,Vodacom,Africa
40489412,GSM,651,1,25856,12101,0,28.247909545898,-28.707962036133,1000,1,1,1481149423,1481149423,0,Lesotho,Vodacom,Africa
40489413,UMTS,651,1,89,145993,0,28.379745483398,-29.069137573242,1000,1,1,1481256774,1481256774,0,Lesotho,Vodacom,Africa
40489414,UMTS,651,1,89,141775,0,28.379745483398,-29.069137573242,1000,1,1,1481256774,1481256774,0,Lesotho,Vodacom,Africa
40489415,UMTS,651,1,89,152573,0,28.475875854492,-29.158401489258,1000,1,1,1481256774,1481256774,0,Lesotho,Vodacom,Africa
40489416,GSM,651,1,116,10421,0,28.574752807617,-29.478378295898,1000,1,1,1481256774,1481256774,0,Lesotho,Vodacom,Africa
40489417,GSM,651,1,116,10422,0,28.576126098633,-29.478378295898,1000,1,1,1481256774,1481256774,0,Lesotho,Vodacom,Africa
40489418,UMTS,651,1,89,144717,0,27.754898071289,-29.148788452148,1000,1,1,1481362769,1481362769,0,Lesotho,Vodacom,Africa
40489419,GSM,651,1,102,14322,0,27.754898071289,-29.148788452148,1000,1,1,1481362728,1481362728,0,Lesotho,Vodacom,Africa
40489420,GSM,651,1,102,13642,0,27.754898071289,-29.148788452148,1000,1,1,1481362728,1481362728,0,Lesotho,Vodacom,Africa
40489421,GSM,651,1,25856,10023,0,28.618698120117,-28.986740112305,1000,1,1,1481520755,1481520755,0,Lesotho,Vodacom,Africa
40489422,GSM,651,1,25856,13721,0,28.617324829102,-28.986740112305,1000,1,1,1481520755,1481520755,0,Lesotho,Vodacom,Africa
40489423,GSM,651,1,25856,10281,0,28.617324829102,-28.986740112305,1000,1,1,1481520755,1481520755,0,Lesotho,Vodacom,Africa
40489424,UMTS,651,1,99,80759,0,27.72331237793,-29.44953918457,1000,10,1,1481701740,1490933056,0,Lesotho,Vodacom,Africa
40489425,UMTS,651,1,99,77581,0,27.72331237793,-29.450912475586,1000,3,1,1481778415,1490715990,0,Lesotho,Vodacom,Africa
40489426,UMTS,651,1,99,77582,0,27.72331237793,-29.450912475586,1000,2,1,1481778415,1490715990,0,Lesotho,Vodacom,Africa
40489427,UMTS,651,1,99,80762,0,27.723312,-29.449664,1000,11,1,1481778415,1490933056,0,Lesotho,Vodacom,Africa
40489428,UMTS,651,1,89,145393,0,27.753524780273,-29.150161743164,1000,1,1,1482145614,1482145614,0,Lesotho,Vodacom,Africa
40489429,UMTS,651,1,89,196541,0,27.901840209961,-28.88786315918,1000,1,1,1482145614,1482145614,0,Lesotho,Vodacom,Africa
40489430,UMTS,651,1,89,144721,0,27.750778198242,-29.100723266602,1000,1,1,1482145614,1482145614,0,Lesotho,Vodacom,Africa
40489431,UMTS,651,1,97,76203,0,27.470626831055,-29.306716918945,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489432,UMTS,651,1,97,79700,0,27.509078979492,-29.312210083008,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489433,UMTS,651,1,97,79642,0,27.51406,-29.310488,1000,2,1,1482955746,1493875284,0,Lesotho,Vodacom,Africa
40489434,UMTS,651,1,97,78663,0,27.517318725586,-29.29573059082,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489435,UMTS,651,1,97,79641,0,27.513198852539,-29.309463500977,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489436,UMTS,651,1,97,71543,0,27.517318725586,-29.29573059082,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489437,UMTS,651,1,97,87231,0,27.476119995117,-29.310836791992,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489438,UMTS,651,1,97,79702,0,27.50358581543,-29.314956665039,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489439,UMTS,651,1,97,79640,0,27.515945,-29.304657,1000,2,1,1482955746,1490141835,0,Lesotho,Vodacom,Africa
40489440,UMTS,651,1,97,76945,0,27.517318725586,-29.29573059082,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489441,UMTS,651,1,97,78544,0,27.478866577148,-29.316329956055,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489442,UMTS,651,1,96,76945,0,27.517318725586,-29.297103881836,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489443,UMTS,651,1,97,87232,0,27.478317,-29.30864,1000,5,1,1482955746,1490107571,0,Lesotho,Vodacom,Africa
40489444,UMTS,651,1,97,77764,0,27.518692016602,-29.292984008789,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489445,UMTS,651,1,97,76942,0,27.517318725586,-29.299850463867,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489446,UMTS,651,1,97,130853,0,27.477493286133,-29.31770324707,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489447,UMTS,651,1,97,130884,0,27.48024,-29.315643,1000,2,1,1482955746,1489478599,0,Lesotho,Vodacom,Africa
40489448,UMTS,651,1,97,78584,0,27.478866577148,-29.31770324707,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489449,UMTS,651,1,97,130843,0,27.517318725586,-29.297103881836,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489450,UMTS,651,1,97,77758,0,27.520065307617,-29.290237426758,1000,1,1,1482934574,1482934574,0,Lesotho,Vodacom,Africa
40489451,UMTS,651,1,97,130877,0,27.48161315918,-29.314956665039,1000,1,1,1484031484,1484031484,0,Lesotho,Vodacom,Africa
40489452,UMTS,651,1,89,141053,0,28.245162963867,-28.71208190918,1000,3,1,1484061273,1490076804,0,Lesotho,Vodacom,Africa
40489453,UMTS,651,1,99,87191,0,27.716838,-29.450912,1000,7,1,1484061273,1490933097,0,Lesotho,Vodacom,Africa
40489454,UMTS,651,1,99,79762,0,27.71727,-29.450912,1000,5,1,1484061273,1490933097,0,Lesotho,Vodacom,Africa
40489455,UMTS,651,1,99,80765,0,27.72331237793,-29.44953918457,1000,10,1,1485397289,1490933056,0,Lesotho,Vodacom,Africa
40489456,UMTS,651,1,99,87195,0,27.717911,-29.450912,1000,15,1,1486520539,1491394542,0,Lesotho,Vodacom,Africa
40489457,UMTS,651,1,99,79759,0,27.716446,-29.450569,1000,8,1,1486520539,1491053156,0,Lesotho,Vodacom,Africa
40489458,UMTS,651,1,99,87194,0,27.717819,-29.450912,1000,8,1,1486520539,1491394542,0,Lesotho,Vodacom,Africa
40489459,UMTS,651,1,99,87193,0,27.720565795898,-29.450912475586,1000,5,1,1486706712,1490704919,0,Lesotho,Vodacom,Africa
40489460,UMTS,651,1,97,77404,0,27.487106323242,-29.314956665039,1000,2,1,1486797524,1489968183,0,Lesotho,Vodacom,Africa
40489461,UMTS,651,1,96,75764,0,27.516333,-29.380499,1403,7,1,1486801618,1492540200,0,Lesotho,Vodacom,Africa
40489462,UMTS,651,1,96,76937,0,27.508345,-29.342686,1000,2,1,1486801618,1492540200,0,Lesotho,Vodacom,Africa
40489463,UMTS,651,1,96,76938,0,27.505368,-29.33968,1000,2,1,1486801618,1492540200,0,Lesotho,Vodacom,Africa
40489464,UMTS,651,1,96,76943,0,27.510452270508,-29.336929321289,1000,1,1,1486707209,1486707209,0,Lesotho,Vodacom,Africa
40489465,UMTS,651,1,96,79562,0,27.513198852539,-29.33967590332,1000,1,1,1486707209,1486707209,0,Lesotho,Vodacom,Africa
40489466,UMTS,651,1,97,76183,0,27.485733032227,-29.308090209961,1000,1,1,1486707209,1486707209,0,Lesotho,Vodacom,Africa
40489467,UMTS,651,1,96,75761,0,27.516096,-29.381435,1530,13,1,1486801618,1492540200,0,Lesotho,Vodacom,Africa
40489468,UMTS,651,1,99,80764,0,27.72377,-29.449539,1000,3,1,1487132005,1490707339,0,Lesotho,Vodacom,Africa
40489469,LTE,651,1,201,258903326,0,27.534175,-29.302384,1000,3,1,1487386620,1487386620,0,Lesotho,Vodacom,Africa
40489470,UMTS,651,1,98,78657,0,27.517318725586,-29.292984008789,1000,1,1,1487559629,1487559629,0,Lesotho,Vodacom,Africa
40489471,UMTS,651,1,98,78663,0,27.520752,-29.295044,1000,2,1,1487581685,1489540187,0,Lesotho,Vodacom,Africa
40489472,UMTS,651,1,97,76705,0,27.478866577148,-29.316329956055,1000,2,1,1487607148,1490682251,0,Lesotho,Vodacom,Africa
40489473,UMTS,651,1,99,87188,0,27.716103,-29.450226,1000,4,1,1487759236,1491053156,0,Lesotho,Vodacom,Africa
40489474,UMTS,651,1,99,79765,0,27.718506,-29.448853,1000,2,1,1487842064,1490249343,0,Lesotho,Vodacom,Africa
40489475,UMTS,651,1,97,76177,0,27.487106323242,-29.309463500977,1000,1,1,1489383635,1489383635,0,Lesotho,Vodacom,Africa
40489476,UMTS,651,1,97,87229,0,27.48024,-29.307175,1000,3,1,1489503761,1490107571,0,Lesotho,Vodacom,Africa
40489477,UMTS,651,1,97,77222,0,27.480239868164,-29.308090209961,1000,3,1,1489503761,1490107571,0,Lesotho,Vodacom,Africa
40489478,UMTS,651,1,97,77219,0,27.480239868164,-29.308090209961,1000,1,1,1489478599,1489478599,0,Lesotho,Vodacom,Africa
40489479,UMTS,651,1,97,130845,0,27.481613,-29.304657,1000,2,1,1489503761,1490359479,0,Lesotho,Vodacom,Africa
40489480,UMTS,651,1,97,87227,0,27.48024,-29.303696,1000,5,1,1489503761,1492170270,0,Lesotho,Vodacom,Africa
40489481,UMTS,651,1,97,130984,0,27.480239868164,-29.298477172852,1000,1,1,1489478599,1489478599,0,Lesotho,Vodacom,Africa
40489482,GSM,651,1,114,13003,0,27.477457,-29.312379,1087,5,1,1489504021,1704865112,0,Lesotho,Vodacom,Africa
40489483,GSM,651,1,114,13843,0,27.477054,-29.313531,1141,7,1,1489504021,1709271290,0,Lesotho,Vodacom,Africa
40489484,GSM,651,1,114,21691,0,27.476245,-29.302295,3274,15,1,1489504021,1711431459,0,Lesotho,Vodacom,Africa
40489485,GSM,651,1,114,11701,0,27.480155,-29.302507,1000,12,1,1489504021,1697776830,0,Lesotho,Vodacom,Africa
40489486,GSM,651,1,114,11682,0,27.482139,-29.31335,1000,6,1,1489504021,1709271370,0,Lesotho,Vodacom,Africa
40489487,GSM,651,1,123,15022,0,27.482509,-29.302428,1000,4,1,1489504021,1696567232,0,Lesotho,Vodacom,Africa
40489488,GSM,651,1,114,65493,0,27.47615,-29.307949,3319,9,1,1489504021,1711517853,0,Lesotho,Vodacom,Africa
40489489,GSM,651,1,114,10661,0,27.4671,-29.301934,1224,8,1,1489504021,1711517840,0,Lesotho,Vodacom,Africa
40489490,GSM,651,1,114,13842,0,27.480138,-29.313898,1000,6,1,1489504021,1704865116,0,Lesotho,Vodacom,Africa
40489491,GSM,651,1,114,13841,0,27.479897,-29.314957,1000,4,1,1489504021,1492038201,0,Lesotho,Vodacom,Africa
40489492,GSM,651,1,123,13143,0,27.49054,-29.305344,1000,12,1,1489504021,1492170270,0,Lesotho,Vodacom,Africa
40489493,GSM,651,1,114,65342,0,27.480239868164,-29.314956665039,1000,3,1,1489504021,1490359474,0,Lesotho,Vodacom,Africa
40489494,GSM,651,1,114,11683,0,27.464031,-29.303656,2196,7,1,1489504021,1711517849,0,Lesotho,Vodacom,Africa
40489495,GSM,651,1,114,13042,0,27.479691,-29.31221,1000,5,1,1489504021,1492038201,0,Lesotho,Vodacom,Africa
40489496,GSM,651,1,114,10822,0,27.468152,-29.304627,2449,2,1,1489492089,1711517849,0,Lesotho,Vodacom,Africa
40489497,UMTS,651,1,97,130985,0,27.478866577148,-29.301223754883,1000,1,1,1489650404,1489650404,0,Lesotho,Vodacom,Africa
40489498,UMTS,651,1,97,130842,0,27.502212524414,-29.301223754883,1000,1,1,1489712689,1489712689,0,Lesotho,Vodacom,Africa
40489499,UMTS,651,1,99,77579,0,27.723038,-29.450912,1000,5,1,1489998655,1490933056,0,Lesotho,Vodacom,Africa
40489500,UMTS,651,1,99,77578,0,27.72331237793,-29.450912475586,1000,5,1,1489998655,1490933056,0,Lesotho,Vodacom,Africa
40489501,UMTS,651,1,99,80761,0,27.72331237793,-29.450912475586,1000,1,1,1489973964,1489973964,0,Lesotho,Vodacom,Africa
40489502,UMTS,651,1,89,196533,0,27.904586791992,-28.889236450195,1000,1,1,1489982780,1489982780,0,Lesotho,Vodacom,Africa
40489503,UMTS,651,1,89,146195,0,28.25065612793,-28.727188110352,1000,1,1,1490060696,1490060696,0,Lesotho,Vodacom,Africa
40489504,UMTS,651,1,96,79081,0,27.590103149414,-29.408340454102,1000,1,1,1490060696,1490060696,0,Lesotho,Vodacom,Africa
40489505,UMTS,651,1,89,142515,0,28.25065612793,-28.727188110352,1000,1,1,1490060696,1490060696,0,Lesotho,Vodacom,Africa
40489506,UMTS,651,1,89,138998,0,27.932052612305,-28.908462524414,1000,1,1,1490060813,1490060813,0,Lesotho,Vodacom,Africa
40489507,UMTS,651,1,96,87212,0,27.590103149414,-29.408340454102,1000,1,1,1490060696,1490060696,0,Lesotho,Vodacom,Africa
40489508,UMTS,651,1,98,77801,0,27.546157836914,-29.288864135742,1000,1,1,1490060696,1490060696,0,Lesotho,Vodacom,Africa
40489509,UMTS,651,1,89,138991,0,28.249282836914,-28.764266967773,1000,1,1,1490060731,1490060731,0,Lesotho,Vodacom,Africa
40489510,UMTS,651,1,99,87212,0,27.590103149414,-29.408340454102,1000,1,1,1490060696,1490060696,0,Lesotho,Vodacom,Africa
40489511,UMTS,651,1,89,196398,0,27.682113647461,-29.152908325195,1000,1,1,1490060813,1490060813,0,Lesotho,Vodacom,Africa
40489512,UMTS,651,1,96,78520,0,27.555770874023,-29.401473999023,1000,1,1,1490060696,1490060696,0,Lesotho,Vodacom,Africa
40489513,UMTS,651,1,96,77801,0,27.546157836914,-29.288864135742,1000,1,1,1490060696,1490060696,0,Lesotho,Vodacom,Africa
40489514,UMTS,651,1,89,142053,0,28.09684753418,-28.802719116211,1000,1,1,1490060813,1490060813,0,Lesotho,Vodacom,Africa
40489515,UMTS,651,1,89,145913,0,28.157272338867,-28.805465698242,1000,1,1,1490060813,1490060813,0,Lesotho,Vodacom,Africa
40489516,UMTS,651,1,89,144837,0,27.908706665039,-28.912582397461,1000,1,1,1490060696,1490060696,0,Lesotho,Vodacom,Africa
40489517,GSM,651,1,114,11681,0,27.494135,-29.307575,1000,3,1,1490152778,1709271370,0,Lesotho,Vodacom,Africa
40489518,GSM,651,1,114,13061,0,27.47612,-29.315643,1000,2,1,1490152778,1490359474,0,Lesotho,Vodacom,Africa
40489519,GSM,651,1,114,13001,0,27.476839,-29.311647,1000,3,1,1490107556,1704865112,0,Lesotho,Vodacom,Africa
40489520,UMTS,651,1,98,78665,0,27.51594543457,-29.30534362793,1000,1,1,1490141835,1490141835,0,Lesotho,Vodacom,Africa
40489521,UMTS,651,1,97,77245,0,27.487106323242,-29.306716918945,1000,1,1,1490141835,1490141835,0,Lesotho,Vodacom,Africa
40489522,UMTS,651,1,97,77244,0,27.488479614258,-29.303970336914,1000,1,1,1490141835,1490141835,0,Lesotho,Vodacom,Africa
40489523,UMTS,651,1,98,79640,0,27.51594543457,-29.30534362793,1000,1,1,1490141835,1490141835,0,Lesotho,Vodacom,Africa
40489524,UMTS,651,1,98,78659,0,27.51594543457,-29.30534362793,1000,1,1,1490141835,1490141835,0,Lesotho,Vodacom,Africa
40489525,UMTS,651,1,99,77584,0,27.721939086914,-29.450912475586,1000,1,1,1490249343,1490249343,0,Lesotho,Vodacom,Africa
