Unnamed: 0,radio,MCC,MNC,TAC,CID,unit,LON,LAT,RANGE,SAM,changeable,created,updated,averageSignal,Country,Network,Continent
40489063,GSM,651,1,102,65333,0,27.765884399414,-28.894729614258,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489064,GSM,651,1,108,21671,0,27.506332397461,-29.080123901367,1000,1,1,1426684445,1426684445,0,Lesotho,Vodacom,Africa
40489065,GSM,651,1,102,65331,0,27.746617,-28.893691,1465,2,1,1442443577,1689685685,0,Lesotho,Vodacom,Africa
40489066,GSM,651,1,123,12223,0,27.504959106445,-29.321823120117,1000,1,1,1440496351,1440496351,0,Lesotho,Vodacom,Africa
40489067,GSM,651,1,108,13423,0,27.513198852539,-29.331436157227,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40489068,UMTS,651,1,88,142853,0,27.238540649414,-29.821701049805,1000,1,1,1428990615,1428990615,0,Lesotho,Vodacom,Africa
40489069,UMTS,651,1,89,138985,0,28.156586,-28.817139,1216,2,1,1458848537,1490060772,0,Lesotho,Vodacom,Africa
40489070,UMTS,651,1,89,141575,0,27.874374389648,-29.424819946289,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489071,UMTS,651,1,89,196538,0,28.089527,-28.837973,5037,3,1,1458848538,1479486991,0,Lesotho,Vodacom,Africa
40489072,UMTS,651,1,96,131035,0,27.492599487305,-29.32731628418,1000,1,1,1441410591,1441410591,0,Lesotho,Vodacom,Africa
40489073,UMTS,651,1,89,141978,0,27.624435424805,-29.189987182617,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489074,UMTS,651,1,89,143616,0,28.069381713867,-28.871383666992,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489075,UMTS,651,1,89,143036,0,28.05455,-28.873306,1000,5,1,1458848538,1490060813,0,Lesotho,Vodacom,Africa
40489076,UMTS,651,1,89,196543,0,28.159561,-28.792648,1000,3,1,1458848538,1490060813,0,Lesotho,Vodacom,Africa
40489077,UMTS,651,1,89,144836,0,27.938919,-28.905029,1000,2,1,1458848538,1473156400,0,Lesotho,Vodacom,Africa
40489078,UMTS,651,1,89,143035,0,28.064346,-28.847122,1000,3,1,1458848538,1490060813,0,Lesotho,Vodacom,Africa
40489079,UMTS,651,1,89,196405,0,27.759017944336,-28.992233276367,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489080,UMTS,651,1,89,141475,0,28.48274230957,-29.52507019043,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489081,UMTS,651,1,89,143037,0,28.064575,-28.865891,1000,2,1,1458848538,1473156441,0,Lesotho,Vodacom,Africa
40489082,UMTS,651,1,96,71542,0,27.504959106445,-29.323196411133,1000,1,1,1428414155,1428414155,0,Lesotho,Vodacom,Africa
40489083,UMTS,651,1,89,145038,0,27.717133,-29.144669,1000,2,1,1458848538,1482145614,0,Lesotho,Vodacom,Africa
40489084,UMTS,651,1,89,142035,0,28.180618286133,-28.989486694336,1000,1,1,1445241876,1445241876,0,Lesotho,Vodacom,Africa
40489085,UMTS,651,1,89,141977,0,27.607955932617,-29.238052368164,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489086,UMTS,651,1,89,141675,0,27.739791870117,-29.058151245117,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489087,UMTS,651,1,89,143613,0,28.081055,-28.868637,1000,2,1,1458848538,1471416950,0,Lesotho,Vodacom,Africa
40489088,UMTS,651,1,97,75798,0,27.524185180664,-29.287490844727,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489089,UMTS,651,1,89,143614,0,28.003463745117,-28.88786315918,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489090,UMTS,651,1,89,144715,0,27.734298706055,-29.110336303711,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489091,UMTS,651,1,89,141073,0,28.50471496582,-29.341049194336,1000,1,1,1435485170,1435485170,0,Lesotho,Vodacom,Africa
40489092,UMTS,651,1,89,144716,0,27.750778198242,-29.09797668457,1000,1,1,1442443576,1442443576,0,Lesotho,Vodacom,Africa
40489093,UMTS,651,1,97,130979,0,27.47509,-29.29985,1000,4,1,1458848539,1492038201,0,Lesotho,Vodacom,Africa
40489094,UMTS,651,1,97,78679,0,27.495346069336,-29.308090209961,1000,1,1,1430272904,1430272904,0,Lesotho,Vodacom,Africa
40489095,UMTS,651,1,98,75800,0,27.527619,-29.282684,1000,2,1,1458848539,1488248243,0,Lesotho,Vodacom,Africa
40489096,UMTS,651,1,97,131027,0,27.498779,-29.317703,1000,2,1,1458848539,1486349619,0,Lesotho,Vodacom,Africa
40489097,UMTS,651,1,97,131042,0,27.465133666992,-29.308090209961,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489098,UMTS,651,1,97,78680,0,27.500839,-29.304886,1000,3,1,1458848539,1491266160,0,Lesotho,Vodacom,Africa
40489099,UMTS,651,1,97,130837,0,27.502212524414,-29.308090209961,1000,1,1,1428577220,1428577220,0,Lesotho,Vodacom,Africa
40489100,UMTS,651,1,97,131028,0,27.491226196289,-29.323196411133,1000,1,1,1441410591,1441410591,0,Lesotho,Vodacom,Africa
40489101,UMTS,651,1,98,78660,0,27.518005,-29.294701,1000,4,1,1458848540,1491266160,0,Lesotho,Vodacom,Africa
40489102,UMTS,651,1,97,78684,0,27.497406,-29.311523,1000,2,1,1458848539,1491266160,0,Lesotho,Vodacom,Africa
40489103,UMTS,651,1,98,72720,0,27.565383911133,-29.264144897461,1000,1,1,1442443576,1442443576,0,Lesotho,Vodacom,Africa
40489104,UMTS,651,1,98,75801,0,27.528305053711,-29.280624389648,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489105,UMTS,651,1,97,131033,0,27.500839233398,-29.32731628418,1000,1,1,1442443562,1442443562,0,Lesotho,Vodacom,Africa
40489106,UMTS,651,1,97,78619,0,27.482986450195,-29.32731628418,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489107,UMTS,651,1,97,76184,0,27.490311,-29.313126,1000,3,1,1458848539,1489968183,0,Lesotho,Vodacom,Africa
40489108,UMTS,651,1,98,77765,0,27.508049,-29.292641,1000,4,1,1458848540,1487559629,0,Lesotho,Vodacom,Africa
40489109,UMTS,651,1,97,79562,0,27.467880249023,-29.299850463867,1000,1,1,1442443562,1442443562,0,Lesotho,Vodacom,Africa
40489110,UMTS,651,1,97,77423,0,27.492142,-29.312668,1000,3,1,1458848539,1491266160,0,Lesotho,Vodacom,Africa
40489111,UMTS,651,1,99,78479,0,27.816696166992,-29.404220581055,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489112,UMTS,651,1,89,72637,0,27.756271362305,-29.140548706055,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489113,UMTS,651,1,89,139005,0,28.19709777832,-28.79997253418,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489114,UMTS,651,1,89,144293,0,27.88948059082,-28.920822143555,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489115,UMTS,651,1,96,76939,0,27.502212524414,-29.328689575195,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489116,UMTS,651,1,89,144713,0,27.756271362305,-29.126815795898,1000,1,1,1442443576,1442443576,0,Lesotho,Vodacom,Africa
40489117,UMTS,651,1,89,143618,0,28.050156,-28.8731,1000,4,1,1458848538,1490060813,0,Lesotho,Vodacom,Africa
40489118,UMTS,651,1,89,141414,0,28.129806518555,-28.810958862305,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489119,UMTS,651,1,96,77821,0,27.521438598633,-29.321823120117,1000,1,1,1430272836,1430272836,0,Lesotho,Vodacom,Africa
40489120,UMTS,651,1,89,144314,0,28.366012573242,-29.530563354492,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489121,UMTS,651,1,89,141993,0,27.871627807617,-28.927688598633,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489122,UMTS,651,1,89,144933,0,27.615512,-29.168707,3928,2,1,1458848538,1478771438,0,Lesotho,Vodacom,Africa
40489123,UMTS,651,1,89,144354,0,27.975998,-28.889923,1000,2,1,1458848538,1474547603,0,Lesotho,Vodacom,Africa
40489124,UMTS,651,1,89,144834,0,27.897720336914,-28.918075561523,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489125,UMTS,651,1,98,75799,0,27.510605,-29.290085,1183,9,1,1458848539,1491266160,0,Lesotho,Vodacom,Africa
40489126,UMTS,651,1,97,78597,0,27.485733032227,-29.328689575195,1000,1,1,1441410649,1441410649,0,Lesotho,Vodacom,Africa
40489127,UMTS,651,1,97,131045,0,27.467880249023,-29.303970336914,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489128,UMTS,651,1,97,79382,0,27.477754,-29.313028,1000,3,1,1458848539,1493899524,0,Lesotho,Vodacom,Africa
40489129,UMTS,651,1,97,130850,0,27.481155,-29.317703,1000,3,1,1458848539,1490359479,0,Lesotho,Vodacom,Africa
40489130,UMTS,651,1,97,77221,0,27.483673,-29.314957,1000,2,1,1458848539,1477957839,0,Lesotho,Vodacom,Africa
40489131,UMTS,651,1,98,76880,0,27.551651000977,-29.281997680664,1000,1,1,1446095219,1446095219,0,Lesotho,Vodacom,Africa
40489132,UMTS,651,1,98,75797,0,27.525558,-29.279938,1000,2,1,1458848539,1488248243,0,Lesotho,Vodacom,Africa
40489133,UMTS,651,1,97,77819,0,27.49397277832,-29.316329956055,1000,1,1,1441410649,1441410649,0,Lesotho,Vodacom,Africa
40489134,UMTS,651,1,97,77738,0,27.472726,-29.298464,1000,5,1,1458848539,1514110798,0,Lesotho,Vodacom,Africa
40489135,UMTS,651,1,97,78599,0,27.480239868164,-29.332809448242,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489136,UMTS,651,1,98,75803,0,27.536544799805,-29.277877807617,1000,1,1,1446699794,1446699794,0,Lesotho,Vodacom,Africa
40489137,UMTS,651,1,97,76357,0,27.494659,-29.312897,1000,2,1,1458848539,1486349619,0,Lesotho,Vodacom,Africa
40489138,UMTS,651,1,97,131040,0,27.447280883789,-29.297103881836,1000,1,1,1426636212,1426636212,0,Lesotho,Vodacom,Africa
40489139,UMTS,651,1,97,77744,0,27.473373413086,-29.302597045898,1000,1,1,1457334828,1457334828,0,Lesotho,Vodacom,Africa
40489140,UMTS,651,1,97,131032,0,27.489166,-29.321823,1000,2,1,1458848539,1467189001,0,Lesotho,Vodacom,Africa
40489141,UMTS,651,1,97,130849,0,27.474746704102,-29.32731628418,1000,2,1,1458848539,1474367865,0,Lesotho,Vodacom,Africa
40489142,UMTS,651,1,98,78603,0,27.495346069336,-29.328689575195,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489143,UMTS,651,1,98,78677,0,27.524185180664,-29.287490844727,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489144,UMTS,651,1,89,138994,0,28.136672973633,-28.838424682617,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489145,UMTS,651,1,89,138934,0,27.927932739258,-29.419326782227,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489146,UMTS,651,1,89,144357,0,27.980576,-28.891068,1000,3,1,1458848538,1490060813,0,Lesotho,Vodacom,Africa
40489147,UMTS,651,1,89,142013,0,28.160018920898,-28.845291137695,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489148,UMTS,651,1,97,76182,0,27.48848,-29.311523,1000,2,1,1458848539,1486707209,0,Lesotho,Vodacom,Africa
40489149,UMTS,651,1,89,141773,0,28.048324,-28.895646,1912,3,1,1458848537,1481256774,0,Lesotho,Vodacom,Africa
40489150,UMTS,651,1,89,143617,0,28.026809692383,-28.893356323242,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489151,UMTS,651,1,96,76942,0,27.502212524414,-29.328689575195,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489152,UMTS,651,1,89,142055,0,28.085861,-28.820572,1000,3,1,1458848538,1490060813,0,Lesotho,Vodacom,Africa
40489153,UMTS,651,1,96,78603,0,27.499465942383,-29.32731628418,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489154,UMTS,651,1,96,77759,0,27.509078979492,-29.313583374023,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489155,UMTS,651,1,89,145033,0,27.748718,-29.145355,1000,2,1,1458848538,1482145614,0,Lesotho,Vodacom,Africa
40489156,UMTS,651,1,89,196544,0,28.146286010742,-28.842544555664,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489157,UMTS,651,1,96,77819,0,27.499465942383,-29.325942993164,1000,1,1,1442443569,1442443569,0,Lesotho,Vodacom,Africa
40489158,UMTS,651,1,89,144714,0,27.755585,-29.141922,1000,4,1,1458848538,1490060696,0,Lesotho,Vodacom,Africa
40489159,UMTS,651,1,96,78684,0,27.502212524414,-29.328689575195,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489160,UMTS,651,1,89,141974,0,27.602462768555,-29.258651733398,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489161,UMTS,651,1,89,145037,0,27.739791870117,-29.152908325195,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489162,UMTS,651,1,89,141995,0,27.841415405273,-28.935928344727,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489163,UMTS,651,1,89,196403,0,27.849655151367,-28.937301635742,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489164,UMTS,651,1,96,77825,0,27.498092651367,-29.32731628418,1000,1,1,1441410649,1441410649,0,Lesotho,Vodacom,Africa
40489165,UMTS,651,1,97,131035,0,27.491226,-29.322739,1000,3,1,1458848539,1486686339,0,Lesotho,Vodacom,Africa
40489166,UMTS,651,1,97,131029,0,27.487793,-29.319763,1000,2,1,1458848539,1484031484,0,Lesotho,Vodacom,Africa
40489167,UMTS,651,1,97,78543,0,27.47612,-29.311523,1000,2,1,1458848539,1482934574,0,Lesotho,Vodacom,Africa
40489168,UMTS,651,1,97,77741,0,27.472048,-29.298572,1000,3,1,1458848539,1514110780,0,Lesotho,Vodacom,Africa
40489169,UMTS,651,1,97,78581,0,27.480239868164,-29.31770324707,1000,2,1,1458848539,1467189001,0,Lesotho,Vodacom,Africa
40489170,UMTS,651,1,97,77820,0,27.500839233398,-29.310836791992,1000,1,1,1441410649,1441410649,0,Lesotho,Vodacom,Africa
40489171,UMTS,651,1,98,77758,0,27.523062,-29.289364,1000,11,1,1458848540,1491266160,0,Lesotho,Vodacom,Africa
40489172,UMTS,651,1,97,77419,0,27.485733032227,-29.31770324707,1000,1,1,1441410591,1441410591,0,Lesotho,Vodacom,Africa
40489173,UMTS,651,1,98,72722,0,27.574996948242,-29.266891479492,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489174,UMTS,651,1,97,78598,0,27.483314,-29.335657,1000,2,1,1458848539,1494243121,0,Lesotho,Vodacom,Africa
40489175,UMTS,651,1,97,76360,0,27.503586,-29.317017,1000,2,1,1458848539,1482934574,0,Lesotho,Vodacom,Africa
40489176,UMTS,651,1,97,79385,0,27.477322,-29.313056,1000,4,1,1458848539,1493890284,0,Lesotho,Vodacom,Africa
40489177,UMTS,651,1,97,78602,0,27.482986450195,-29.332809448242,1000,1,1,1442443569,1442443569,0,Lesotho,Vodacom,Africa
40489178,UMTS,651,1,97,78739,0,27.469253540039,-29.30534362793,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489179,UMTS,651,1,99,78837,0,28.054275512695,-29.842300415039,1000,1,1,1449411466,1449411466,0,Lesotho,Vodacom,Africa
40489180,UMTS,651,1,98,130842,0,27.500839233398,-29.309463500977,1000,1,1,1441410647,1441410647,0,Lesotho,Vodacom,Africa
40489181,UMTS,651,1,99,131058,0,27.727432,-29.452973,1457,4,1,1458848540,1490933056,0,Lesotho,Vodacom,Africa
40489182,UMTS,651,1,99,78477,0,27.844161987305,-29.412460327148,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489183,UMTS,651,1,99,76558,0,27.841415405273,-29.655532836914,1000,1,1,1449411466,1449411466,0,Lesotho,Vodacom,Africa
40489184,UMTS,651,1,88,143454,0,27.23991394043,-29.821701049805,1000,1,1,1428990615,1428990615,0,Lesotho,Vodacom,Africa
40489185,UMTS,651,1,89,134174,0,27.754898071289,-29.140548706055,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489186,UMTS,651,1,88,144596,0,27.238540649414,-29.820327758789,1000,1,1,1428990615,1428990615,0,Lesotho,Vodacom,Africa
40489187,UMTS,651,1,89,138995,0,27.938232,-28.905716,1000,2,1,1458848537,1481362728,0,Lesotho,Vodacom,Africa
40489188,UMTS,651,1,88,144578,0,27.241287231445,-29.821701049805,1000,1,1,1428990615,1428990615,0,Lesotho,Vodacom,Africa
40489189,UMTS,651,1,89,142054,0,28.102799,-28.801346,1109,3,1,1458848538,1490060813,0,Lesotho,Vodacom,Africa
40489190,UMTS,651,1,89,196467,0,28.125688,-28.825379,1666,2,1,1458848538,1467719748,0,Lesotho,Vodacom,Africa
40489191,UMTS,651,1,89,196395,0,27.70134,-29.150162,1210,2,1,1458848538,1490060813,0,Lesotho,Vodacom,Africa
40489192,UMTS,651,1,89,141994,0,27.849655151367,-28.934555053711,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489193,UMTS,651,1,89,141494,0,28.474502563477,-29.523696899414,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489194,UMTS,651,1,89,141394,0,28.243446,-28.770103,1000,4,1,1458848537,1475521709,0,Lesotho,Vodacom,Africa
40489195,UMTS,651,1,89,196465,0,28.068008,-28.863144,1000,2,1,1458848538,1470832774,0,Lesotho,Vodacom,Africa
40489196,UMTS,651,1,89,144838,0,28.04328918457,-28.863143920898,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489197,UMTS,651,1,89,143034,0,28.0616,-28.861771,1000,3,1,1458848538,1473156441,0,Lesotho,Vodacom,Africa
40489198,UMTS,651,1,89,196535,0,28.154525756836,-28.832931518555,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489199,UMTS,651,1,89,145036,0,27.747345,-29.148788,1000,2,1,1458848538,1479486991,0,Lesotho,Vodacom,Africa
40489200,UMTS,651,1,97,77218,0,27.484818,-29.315872,1000,3,1,1458848539,1490331921,0,Lesotho,Vodacom,Africa
40489201,UMTS,651,1,98,75798,0,27.52555847168,-29.280624389648,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489202,UMTS,651,1,97,78541,0,27.478866577148,-29.316329956055,1000,3,1,1458848539,1490682251,0,Lesotho,Vodacom,Africa
40489203,UMTS,651,1,97,77242,0,27.485733032227,-29.306716918945,1000,1,1,1442443562,1442443562,0,Lesotho,Vodacom,Africa
40489204,UMTS,651,1,97,79379,0,27.477136,-29.312549,1000,12,1,1431970317,1493898115,0,Lesotho,Vodacom,Africa
40489205,UMTS,651,1,97,130981,0,27.481956,-29.303284,1000,4,1,1458848539,1492170270,0,Lesotho,Vodacom,Africa
40489206,UMTS,651,1,97,76199,0,27.456893920898,-29.299850463867,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489207,UMTS,651,1,97,78604,0,27.48436,-29.335556,1000,4,1,1458848539,1486707209,0,Lesotho,Vodacom,Africa
40489208,UMTS,651,1,97,77658,0,27.492599487305,-29.324569702148,1000,1,1,1441410647,1441410647,0,Lesotho,Vodacom,Africa
40489209,UMTS,651,1,97,87230,0,27.47818,-29.300537,1000,4,1,1458848539,1490017379,0,Lesotho,Vodacom,Africa
40489210,UMTS,651,1,98,77942,0,27.535171508789,-29.269638061523,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489211,UMTS,651,1,97,78603,0,27.489852905273,-29.330062866211,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489212,UMTS,651,1,97,77825,0,27.492599487305,-29.31770324707,1000,1,1,1442443569,1442443569,0,Lesotho,Vodacom,Africa
40489213,UMTS,651,1,98,77800,0,27.551651000977,-29.281997680664,1000,1,1,1444809259,1444809259,0,Lesotho,Vodacom,Africa
40489214,UMTS,651,1,97,131039,0,27.467422,-29.309921,1000,3,1,1458848539,1490359479,0,Lesotho,Vodacom,Africa
40489215,UMTS,651,1,97,130982,0,27.475433,-29.299164,1000,4,1,1458848539,1490017379,0,Lesotho,Vodacom,Africa
40489216,UMTS,651,1,22784,141353,0,28.607908,-28.991252,1000,7,1,1458848540,1481520758,0,Lesotho,Vodacom,Africa
40489217,UMTS,651,1,99,131061,0,27.726059,-29.440613,1000,2,1,1458848540,1490933056,0,Lesotho,Vodacom,Africa
40489218,UMTS,651,1,98,141974,0,27.602462768555,-29.26139831543,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489219,UMTS,651,1,22784,141415,0,28.246536254883,-28.717575073242,1000,1,1,1448030799,1448030799,0,Lesotho,Vodacom,Africa
40489220,UMTS,651,1,98,79542,0,27.536544799805,-29.269638061523,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489221,UMTS,651,1,98,78684,0,27.502212524414,-29.328689575195,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489222,UMTS,651,1,89,143395,0,27.959518,-28.893356,1000,2,1,1458848538,1473156441,0,Lesotho,Vodacom,Africa
40489223,UMTS,651,1,97,76180,0,27.487106323242,-29.309463500977,1000,1,1,1442443562,1442443562,0,Lesotho,Vodacom,Africa
40489224,UMTS,651,1,89,143435,0,28.051528930664,-28.868637084961,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489225,UMTS,651,1,89,144833,0,27.925186157227,-28.911209106445,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489226,UMTS,651,1,89,143615,0,28.05290222168,-28.871383666992,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489227,UMTS,651,1,89,141493,0,28.411331176758,-29.52507019043,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489228,UMTS,651,1,89,196393,0,27.720565795898,-29.12956237793,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489229,UMTS,651,1,89,141673,0,27.74528503418,-29.036178588867,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489230,UMTS,651,1,96,71545,0,27.502212524414,-29.328689575195,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489231,UMTS,651,1,89,143033,0,28.054275512695,-28.871383666992,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489232,UMTS,651,1,89,196424,0,27.750778198242,-29.143295288086,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489233,UMTS,651,1,96,76941,0,27.504361,-29.341503,1399,3,1,1458848538,1492540200,0,Lesotho,Vodacom,Africa
40489234,UMTS,651,1,89,196404,0,27.78923034668,-28.970260620117,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489235,UMTS,651,1,96,70545,0,27.504959106445,-29.321823120117,1000,1,1,1428414155,1428414155,0,Lesotho,Vodacom,Africa
40489236,UMTS,651,1,89,141975,0,27.623749,-29.187927,1000,2,1,1458848537,1490060696,0,Lesotho,Vodacom,Africa
40489237,UMTS,651,1,89,196534,0,27.894973754883,-28.919448852539,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489238,UMTS,651,1,96,77818,0,27.513198852539,-29.321823120117,1000,1,1,1430272836,1430272836,0,Lesotho,Vodacom,Africa
40489239,UMTS,651,1,89,141495,0,28.471755981445,-29.522323608398,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489240,UMTS,651,1,97,131034,0,27.492599487305,-29.324569702148,1000,1,1,1441410591,1441410591,0,Lesotho,Vodacom,Africa
40489241,UMTS,651,1,98,77757,0,27.526931762695,-29.277877807617,1000,1,1,1457318524,1457318524,0,Lesotho,Vodacom,Africa
40489242,UMTS,651,1,97,130848,0,27.488479614258,-29.321823120117,1000,1,1,1441410591,1441410591,0,Lesotho,Vodacom,Africa
40489243,UMTS,651,1,97,77659,0,27.520065307617,-29.286117553711,1000,1,1,1456279950,1456279950,0,Lesotho,Vodacom,Africa
40489244,UMTS,651,1,97,78601,0,27.484359741211,-29.335556030273,1000,2,1,1458848539,1486707209,0,Lesotho,Vodacom,Africa
40489245,UMTS,651,1,97,131038,0,27.466506958008,-29.303970336914,1000,1,1,1441410591,1441410591,0,Lesotho,Vodacom,Africa
40489246,UMTS,651,1,97,78984,0,27.478866577148,-29.308090209961,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
